Student Number;ABV 320 (S2);AIM 101 (S1);ALL 124 (S2);BAN 313 (S1);BER 210 (S1);BER 220 (S2);BER 310 (S1);BES 220 (R) (S2);BES 220 (S2);BFB 320 (S2);BID 320 (S2);BJJ 210 (S1);BLK 320 (S2);BOB 310 (S1);BOZ 312 (S1);BPZ 220 (S2);BSS 310 (R) (S1);BSS 310 (S1);BUY 321 (S2);CBI 310 (S1);CHM 171 (R) (S1);CHM 171 (R) (S2);CHM 171 (S1);CHM 172 (R) (S2);CHM 172 (S2);CHM 181 (R) (S2);CHM 181 (S2);CHM 215 (R) (S1);CHM 215 (S1);CHM 226 (S2);CIL 111 (S1);CIL 121 (S2);CIM 210 (S1);CIO 310 (S2);CIO 320 (S2);CIR 113 (R) (S1);CIR 113 (S1);CIR 123 (S2);CIR 211 (S1);CIR 310 (S1);CJJ 210 (S1);CKN 321 (S2);CLB 321 (S2);CMO 310 (S1);CMO 320 (S1);CMY 117 (S1);CMY 127 (S2);COP 311 (S1);COS 110 (S2);COS 131 (S1);CPA 310 (S1);CPN 321 (S2);CTD 223 (S2);EBB 320 (R) (S2);EBB 320 (S2);EBN 111 (R) (S1);EBN 111 (S1);EBN 122 (R) (S2);EBN 122 (S2);EDF 320 (S2);EIR 211 (S1);EIR 221 (R) (S2);EIR 221 (S2);EJJ 210 (S1);EKK 320 (S2);EKN 110 (S1);EKN 120 (S2);ELI 220 (R) (S2);ELI 220 (S2);ELO 320 (S2);ELX 311 (S1);EMK 310 (S1);EMR 100 (Y);EMS 310 (S1);EMZ 310 (R) (S1);EMZ 310 (S1);EMZ 320 (S2);ENE 310 (R) (S1);ENE 310 (S1);ERA 284 (S2);ERS 220 (S2);ESC 320 (S2);EWE 320 (S2);FBS 110 (S1);FRK 111 (S1);FRK 121 (S2);FSK 116 (R) (S1);FSK 116 (S1);FSK 176 (R) (S2);FSK 176 (S2);GKD 250 (S1);GLY 155 (S1);GLY 161 (Q3);GLY 162 (Q4);GLY 254 (Q2);GLY 361 (Q2);GMI 210 (S1);HAS 110 (S1);HAS 120 (S2);INF 112 (S1);JCP 203 (Y);JNV 100 (Y);JPO 110 (S1);JPO 111 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 121 (S2);JPO 122 (S2);JPO 123 (R) (S2);JPO 123 (S2);JPO 125 (S2);JPO 126 (S2);JPO 152 (S1);JPO 161 (S2);MGC 110 (R) (S1);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MKM 321 (S2);MLB 111 (S1);MOW 217 (R) (S1);MOW 217 (S1);MOW 227 (S2);MOW 312 (S1);MOW 323 (S2);MPR 213 (R) (S1);MPR 213 (S1);MSD 210 (R) (S1);MSD 210 (S1);MSY 310 (S1);MTV 310 (R) (S1);MTV 310 (S1);MTX 221 (R) (S2);MTX 221 (S2);MTX 311 (S1);MVR 320 (R) (S2);MVR 320 (S2);MVS 311 (S1);NEC 310 (S1);NEX 320 (S2);NHM 322 (S2);NJJ 210 (S1);NMC 113 (R) (S1);NMC 113 (S1);NMC 123 (R) (S2);NMC 123 (S2);NMC 223 (S2);NMC 313 (S1);NMM 320 (R) (S2);NMM 320 (S2);NMP 310 (S1);NPM 321 (S2);NPT 220 (S2);NVM 321 (S2);OBS 114 (S1);OBS 124 (S2);PJJ 210 (S1);PME 320 (S2);PMY 311 (S1);PMY 320 (S2);PNB 300 (Y);PRX 321 (S2);PSC 321 (S2);SBM 321 (R) (S2);SBM 321 (S2);SBZ 221 (S2);SGM 210 (S1);SGM 221 (S2);SGM 311 (R) (S1);SGM 311 (S1);SGM 323 (R) (S2);SGM 323 (S2);SHC 310 (S1);SHC 321 (R) (S2);SHC 321 (S2);SIB 310 (S1);SIE 310 (S1);SIN 223 (S2);SIN 311 (S1);SIN 323 (R) (S2);SIN 323 (S2);SIN 324 (R) (S2);SIN 324 (S2);SJJ 210 (S1);SNV 111 (S1);SNV 121 (S2);STK 110 (S1);STK 120 (S2);SUR 210 (S1);SUR 220 (S2);SVC 323 (R) (S2);SVC 323 (S2);SWK 122 (R) (S1);SWK 122 (R) (S2);SWK 122 (S1);SWK 122 (S2);SWK 210 (R) (S1);SWK 210 (S1);WST 111 (S1);WTW 115 (S1);WTW 128 (S2);WTW 158 (R) (S1);WTW 158 (S1);WTW 161 (R) (S2);WTW 161 (S2);WTW 168 (R) (S2);WTW 168 (S2);WTW 238 (R) (S2);WTW 238 (S2);WTW 256 (R) (S1);WTW 256 (S1);WTW 258 (R) (S1);WTW 258 (S1);WTW 263 (R) (S2);WTW 263 (S2);Target
11304482;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;50-59;999;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;60-74;999;50-59;50-59;60-74;60-74;999;999;999;50-59;60-74;60-74;60-74;60-74;999;50-59;60-74;60-74;60-74;999;50-59;30-49;50-59;50-59;50-59;999;50-59;999;50-59;60-74;60-74;30-49;999;50-59;50-59;999;60-74;999;999;999;999;999;999;999;60-74;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;60-74;999;60-74;999;50-59;999;50-59;999;50-59;999;50-59;999;50-59;Graduated_2
11309378;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;0;30-49;999;999;999;999;999;999;999;999;999;999;Discontinued
11309891;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;50-59;999;0;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;0;999;999;999;999;999;999;999;60-74;50-59;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;0-29;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;30-49;60-74;60-74;999;60-74;999;50-59;50-59;999;50-59;60-74;50-59;60-74;60-74;999;50-59;999;60-74;50-59;0;0;999;999;50-59;999;999;60-74;999;999;999;60-74;999;50-59;999;999;999;60-74;0-29;60-74;0;50-59;0;50-59;30-49;50-59;30-49;60-74;30-49;999;50-59;Graduated_1
11310848;999;999;999;999;999;999;999;0-29;30-49;999;999;999;999;999;999;999;999;0;999;999;999;999;50-59;999;999;999;999;999;999;999;60-74;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;999;999;999;999;999;999;999;50-59;999;0;0;0;0-29;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;75+;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;50-59;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;30-49;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;999;999;999;50-59;999;0;999;999;999;999;999;999;60-74;999;50-59;60-74;30-49;999;999;50-59;30-49;0;0;0-29;0;Discontinued
11311402;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;0;999;999;999;50-59;60-74;999;999;999;999;50-59;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;50-59;60-74;0;50-59;0;999;999;999;999;999;999;999;999;Discontinued
11317362;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;0;999;999;999;50-59;0;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;0;999;0;999;999;999;999;999;999;999;999;Discontinued
11317443;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;50-59;999;999;50-59;999;30-49;999;999;999;999;999;999;999;50-59;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;50-59;999;999;999;60-74;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;30-49;0;999;999;999;999;999;999;999;999;999;50-59;999;50-59;999;30-49;30-49;999;999;999;999;999;999;0;60-74;50-59;50-59;50-59;30-49;999;999;50-59;0-29;50-59;30-49;0;50-59;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;30-49;999;999;999;999;999;999;50-59;75+;30-49;999;50-59;60-74;30-49;60-74;30-49;60-74;30-49;50-59;30-49;Active (BEng)
11318598;60-74;999;999;60-74;999;999;60-74;60-74;30-49;60-74;50-59;50-59;50-59;50-59;50-59;60-74;999;50-59;60-74;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;75+;999;60-74;60-74;60-74;50-59;60-74;60-74;999;50-59;999;60-74;50-59;60-74;999;999;999;60-74;60-74;999;999;999;999;50-59;999;999;999;999;60-74;999;50-59;999;999;999;999;60-74;999;999;999;60-74;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;50-59;999;60-74;999;50-59;999;50-59;999;60-74;999;60-74;999;50-59;Graduated_1
11319624;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;75+;999;50-59;999;60-74;50-59;60-74;50-59;999;999;999;60-74;75+;75+;75+;60-74;999;50-59;60-74;60-74;60-74;999;999;60-74;75+;50-59;60-74;999;50-59;999;60-74;75+;999;60-74;999;60-74;75+;999;75+;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;60-74;999;50-59;999;60-74;999;60-74;999;50-59;999;75+;999;60-74;Graduated_2
11319985;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;999;999;999;999;999;999;999;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;999;999;999;999;999;999;999;999;999;999;999;999;Discontinued
11321092;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;0;999;999;999;999;50-59;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;0;999;999;999;60-74;999;50-59;999;999;50-59;0;999;999;999;50-59;999;30-49;999;60-74;999;60-74;0;999;999;999;999;50-59;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;0-29;50-59;999;999;999;50-59;0;0;999;999;50-59;0;999;50-59;999;999;30-49;50-59;0;999;50-59;30-49;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;60-74;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;60-74;999;60-74;999;60-74;999;50-59;999;60-74;999;50-59;999;50-59;Active (BEng)
11324474;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;30-49;999;999;50-59;0;999;999;999;999;999;999;999;999;50-59;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;75+;999;50-59;60-74;50-59;50-59;50-59;50-59;50-59;50-59;999;999;50-59;60-74;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;999;999;999;999;60-74;30-49;60-74;30-49;50-59;30-49;999;30-49;999;50-59;60-74;30-49;999;30-49;Discontinued
11324598;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;50-59;999;999;999;999;50-59;999;999;999;999;999;999;999;60-74;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;50-59;999;999;999;60-74;30-49;50-59;999;999;50-59;50-59;999;999;999;50-59;999;50-59;50-59;75+;999;999;60-74;999;999;50-59;999;50-59;999;50-59;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;60-74;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;50-59;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;60-74;999;60-74;999;75+;999;60-74;999;60-74;999;60-74;999;60-74;Graduated_0
11325136;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;60-74;999;30-49;50-59;999;30-49;999;999;60-74;30-49;50-59;0;30-49;999;999;50-59;999;50-59;50-59;0-29;60-74;60-74;50-59;999;50-59;60-74;50-59;999;999;999;30-49;999;999;999;30-49;60-74;999;999;999;30-49;999;50-59;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;30-49;999;999;999;999;999;999;999;999;999;999;60-74;999;50-59;50-59;30-49;50-59;60-74;50-59;50-59;60-74;999;999;50-59;60-74;999;999;50-59;30-49;60-74;999;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;30-49;999;30-49;50-59;0;999;999;999;999;50-59;60-74;30-49;60-74;30-49;999;50-59;999;50-59;60-74;30-49;999;50-59;Active (BEng)
11326965;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;30-49;999;50-59;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;30-49;60-74;50-59;60-74;50-59;30-49;30-49;30-49;30-49;50-59;30-49;50-59;50-59;60-74;50-59;50-59;30-49;50-59;0;60-74;50-59;60-74;999;999;50-59;999;999;50-59;50-59;999;999;30-49;999;50-59;999;999;999;50-59;30-49;999;60-74;999;50-59;999;50-59;999;50-59;999;50-59;999;50-59;Active (BEng)
11328054;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;50-59;999;50-59;999;999;50-59;999;999;999;50-59;999;50-59;30-49;999;999;50-59;999;50-59;999;50-59;60-74;60-74;50-59;60-74;60-74;60-74;50-59;999;999;999;30-49;999;999;50-59;50-59;50-59;999;999;999;50-59;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;75+;999;60-74;60-74;60-74;50-59;60-74;60-74;60-74;60-74;999;999;60-74;75+;999;999;60-74;30-49;60-74;999;999;999;999;999;999;999;999;60-74;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;30-49;50-59;30-49;999;999;999;999;50-59;999;60-74;999;50-59;999;50-59;999;60-74;999;60-74;999;50-59;Graduated_3
11328496;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;75+;30-49;999;999;999;999;50-59;999;999;999;999;999;999;999;50-59;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;999;50-59;999;999;999;75+;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;60-74;999;999;999;999;999;999;999;999;50-59;30-49;999;60-74;999;999;60-74;999;999;999;999;999;999;50-59;60-74;50-59;50-59;999;50-59;999;999;50-59;30-49;999;50-59;50-59;60-74;50-59;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;60-74;999;60-74;999;60-74;999;50-59;999;60-74;999;60-74;60-74;30-49;Graduated_2
11331692;999;999;999;999;999;999;999;50-59;0;999;999;999;999;999;999;999;999;50-59;999;999;999;999;50-59;999;999;999;999;999;999;999;50-59;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;30-49;30-49;999;999;50-59;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;50-59;999;999;999;0-29;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;0-29;30-49;999;999;999;999;999;999;999;999;60-74;30-49;50-59;0;999;999;50-59;999;999;999;999;999;999;0;50-59;50-59;50-59;50-59;30-49;999;999;50-59;30-49;60-74;30-49;30-49;60-74;30-49;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;0;999;0;999;999;999;999;999;999;60-74;999;60-74;999;50-59;50-59;30-49;60-74;30-49;50-59;30-49;60-74;0;Graduated_3
11333147;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;0-29;999;999;999;999;50-59;999;60-74;999;999;999;999;999;60-74;999;50-59;999;30-49;60-74;50-59;50-59;999;999;50-59;30-49;50-59;75+;50-59;60-74;999;50-59;60-74;999;999;999;999;999;999;999;999;50-59;30-49;999;50-59;999;999;50-59;999;60-74;999;999;999;999;999;999;999;999;999;999;50-59;0;999;999;999;999;50-59;999;999;999;999;999;30-49;30-49;30-49;50-59;999;50-59;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;50-59;30-49;0;999;999;50-59;999;999;999;999;50-59;999;50-59;999;50-59;999;50-59;50-59;30-49;50-59;30-49;60-74;0;Active (BEng)
11344840;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;50-59;999;999;999;999;50-59;999;999;999;999;999;999;999;60-74;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;30-49;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;50-59;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;60-74;999;999;999;999;999;999;999;999;999;50-59;999;50-59;999;999;50-59;999;999;999;999;999;999;50-59;50-59;30-49;60-74;999;50-59;999;999;50-59;50-59;50-59;30-49;50-59;60-74;50-59;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;60-74;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;60-74;999;60-74;999;50-59;30-49;0;50-59;30-49;50-59;30-49;999;50-59;Graduated_1
11347059;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;50-59;999;999;999;999;999;60-74;60-74;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;999;999;999;999;999;999;999;999;999;999;999;999;75+;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;50-59;60-74;60-74;50-59;999;50-59;30-49;50-59;50-59;50-59;999;50-59;999;50-59;50-59;999;60-74;999;60-74;60-74;999;60-74;999;999;999;999;999;999;999;50-59;30-49;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;60-74;75+;999;999;999;999;999;999;30-49;50-59;999;30-49;999;999;999;999;999;999;60-74;999;60-74;999;50-59;999;60-74;999;60-74;999;60-74;999;60-74;Graduated_2
11347156;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0-29;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;999;999;999;999;999;999;Discontinued
